qid_doc,qid,docno,OkapiTF,TFIDF,BM25,Laplace,JelinekMercer,ES_Builtin,label
8-523,8,523,7.834729,0.0,0.0,0.0,0.0,0.0,0
8-314,8,314,7.821905,0.0,0.0,0.0,-260.789049,0.0,0
8-966,8,966,7.810322,3.759134,10.310632,-324.309235,-261.973142,10.333406,0
8-1248,8,1248,7.80431,4.087404,12.439195,-321.025619,-249.892564,12.427128,0
8-625,8,625,7.799649,3.754613,10.964169,-322.059745,-261.833291,11.057086,0
8-1275,8,1275,7.782117,7.170196,18.982573,0.0,-265.751247,19.05243,0
8-1315,8,1315,7.781439,5.114495,14.783534,0.0,-253.850201,14.779804,0
8-34,8,34,7.772554,3.819425,10.398428,0.0,-267.610724,10.261218,0
8-379,8,379,7.769855,0.0,0.0,0.0,-267.210415,0.0,0
8-730,8,730,7.762023,3.646021,10.642491,-323.114413,-260.954372,10.910261,0
8-211,8,211,7.760109,0.0,0.0,0.0,0.0,0.0,0
8-1108,8,1108,7.736834,0.0,0.0,-323.387585,0.0,0.0,0
8-1077,8,1077,7.73433,5.03662,13.518929,0.0,0.0,13.795364,0
8-426,8,426,7.734178,4.70606,13.318352,0.0,-260.153945,13.728312,0
8-193,8,193,7.733812,0.0,0.0,-320.390548,-263.218426,0.0,0
8-255,8,255,7.726509,3.814079,11.046147,0.0,-261.223323,11.102039,0
8-122,8,122,7.723871,3.568401,10.387885,0.0,-262.166223,10.63114,1
8-140,8,140,7.723571,3.917055,11.002968,-320.351317,0.0,11.267965,0
8-1312,8,1312,7.707822,6.441714,16.560221,0.0,0.0,16.493729,0
8-117,8,117,7.705567,0.0,0.0,0.0,-266.728382,0.0,0
8-283,8,283,7.698604,4.736102,13.522853,0.0,-254.981092,13.716846,0
8-656,8,656,7.686611,4.512946,12.163039,-324.307426,0.0,12.199219,0
8-1302,8,1302,7.685004,0.0,0.0,0.0,0.0,0.0,0
8-1339,8,1339,7.684292,0.0,0.0,0.0,-255.784322,0.0,0
8-595,8,595,7.677284,4.69374,13.25105,0.0,-262.081076,13.606951,0
8-49,8,49,7.674369,0.0,0.0,-320.51998,-263.100099,0.0,0
8-1044,8,1044,7.669755,0.0,0.0,0.0,0.0,0.0,0
8-1105,8,1105,7.664621,4.007957,10.773194,0.0,-266.997367,10.890612,0
8-1009,8,1009,7.66414,3.930322,10.568563,0.0,0.0,10.547509,0
8-928,8,928,7.658813,0.0,0.0,-320.092925,0.0,0.0,0
8-562,8,562,7.658442,0.0,0.0,0.0,-261.91676,0.0,0
8-248,8,248,7.650649,0.0,0.0,0.0,-267.290579,0.0,0
8-188,8,188,7.646343,0.0,0.0,0.0,-262.534735,0.0,0
8-1239,8,1239,7.64121,0.0,0.0,-319.5212,-262.983657,0.0,0
8-179,8,179,7.63353,0.0,0.0,-324.427872,-262.798622,0.0,0
8-198,8,198,7.63254,0.0,0.0,-323.549921,0.0,0.0,0
8-541,8,541,7.630854,4.863468,13.611897,0.0,-255.830567,13.706081,0
8-710,8,710,7.627019,0.0,0.0,-323.765761,0.0,0.0,0
8-1193,8,1193,7.621264,0.0,0.0,0.0,0.0,0.0,0
8-1119,8,1119,7.615635,0.0,0.0,-323.785136,-262.715854,0.0,0
8-521,8,521,7.605563,3.681777,10.553218,0.0,0.0,10.742803,0
8-196,8,196,7.60293,0.0,0.0,0.0,0.0,0.0,1
8-600,8,600,7.601881,0.0,0.0,0.0,0.0,0.0,0
8-134,8,134,7.592003,0.0,0.0,0.0,0.0,0.0,0
8-479,8,479,7.59192,0.0,0.0,0.0,0.0,0.0,0
8-365,8,365,7.589699,3.62448,10.548123,0.0,-261.729127,10.727403,0
8-1123,8,1123,7.579156,6.099531,17.448831,0.0,-260.082061,17.55285,0
8-467,8,467,7.575691,0.0,0.0,0.0,0.0,0.0,0
8-37,8,37,7.56925,0.0,0.0,0.0,0.0,0.0,0
8-784,8,784,7.560539,0.0,0.0,0.0,-262.12611,0.0,0
8-425,8,425,7.560027,0.0,0.0,0.0,-267.429078,0.0,0
8-346,8,346,7.550622,0.0,0.0,0.0,-262.409737,0.0,0
8-110,8,110,7.550049,4.172189,11.473791,-322.430243,-263.512818,11.862807,0
8-770,8,770,7.527793,0.0,0.0,0.0,0.0,0.0,0
8-417,8,417,7.511898,0.0,10.05625,-318.751843,-257.423619,0.0,0
8-329,8,329,7.511418,3.587588,11.103023,-316.252062,-246.116791,11.510187,0
9-103,9,103,3.010594,6.136541,16.28705,-117.461125,-89.810863,16.432146,0
9-540,9,540,2.952396,3.692863,10.043627,-116.483284,-90.619637,10.231119,0
9-1272,9,1272,2.950029,4.304011,11.30589,-118.530031,-89.677704,11.310931,0
9-172,9,172,2.707905,3.581631,9.847468,-117.108327,-91.84007,9.888811,0
9-1296,9,1296,2.647346,4.831007,13.288579,-117.84056,-91.838287,13.481616,0
9-28,9,28,2.618444,3.651448,10.410506,-118.022276,-91.849777,10.628623,0
9-746,9,746,2.612584,4.119238,11.292291,-118.531809,-91.581981,11.364346,0
9-1295,9,1295,2.586259,3.33111,9.566327,-118.244813,-91.778857,9.81275,0
9-368,9,368,2.551971,2.970264,7.849025,-118.154595,-98.497569,7.910276,0
9-813,9,813,2.499444,3.254571,8.535806,-118.531647,-98.694275,8.525941,0
9-552,9,552,2.486435,3.539316,9.935198,-117.86974,-92.655704,10.214327,0
9-329,9,329,2.470078,2.837489,8.09388,-114.477713,-93.445461,8.31002,0
9-1305,9,1305,2.443658,2.614782,6.864023,0.0,-98.403415,6.897207,0
9-625,9,625,2.439062,3.544966,10.726279,-116.929477,-86.804721,10.851693,0
9-36,9,36,2.435686,3.338804,9.786049,-118.81941,-92.14378,9.822638,0
9-1379,9,1379,2.390859,4.000371,10.445029,0.0,-98.999676,10.463363,0
9-1374,9,1374,2.373294,2.916553,8.042619,-118.714171,-99.23341,8.107031,0
9-536,9,536,2.369195,2.631736,7.778784,-117.152136,-93.535053,8.103127,0
9-101,9,101,2.342507,2.74448,8.17858,-116.998793,-93.678455,8.359361,0
9-899,9,899,2.341645,2.243554,6.142917,-118.561111,-99.636072,6.207281,0
9-77,9,77,2.30665,2.550914,7.818368,-116.64345,-93.837859,7.997847,0
9-1392,9,1392,2.302966,2.31859,6.360087,-116.968506,-100.386414,6.531282,0
9-892,9,892,2.30045,2.177213,6.077777,0.0,-98.815282,6.123383,0
9-1294,9,1294,2.295339,2.248009,6.403937,-118.379476,-99.844765,6.488275,0
9-1391,9,1391,2.292571,3.185837,9.239799,-118.380808,-93.481474,9.36436,0
9-1248,9,1248,2.27218,2.51344,7.731801,-116.669454,-94.086058,7.73396,0
9-828,9,828,2.268483,3.115306,9.508946,-118.02486,-93.636436,9.687403,0
9-359,9,359,2.263625,2.914868,7.715061,0.0,-99.405007,7.729264,0
9-1219,9,1219,2.261286,2.12327,6.121106,0.0,-99.539976,5.983158,0
9-1032,9,1032,2.258815,5.082242,14.677531,0.0,-92.693685,14.849833,0
9-983,9,983,2.241979,2.068083,5.835693,0.0,-99.241169,5.842451,0
9-575,9,575,2.239768,2.797513,7.823442,-117.977281,-100.466275,7.886033,0
9-837,9,837,2.231811,2.092691,6.040711,-118.157745,-100.250566,6.137702,0
9-943,9,943,2.227852,4.52675,12.988138,0.0,-93.346859,13.245293,0
9-401,9,401,2.215669,3.363806,9.718243,-117.623028,-94.209163,9.930055,0
9-715,9,715,2.211365,0.0,0.0,-118.8475,0.0,0.0,0
9-472,9,472,2.210463,2.301449,6.589254,0.0,-99.703885,6.726543,0
9-641,9,641,2.205763,0.0,0.0,-118.847581,0.0,0.0,0
9-14,9,14,2.195925,2.491794,6.722283,-117.288533,-100.877238,6.724335,0
9-688,9,688,2.178604,2.481619,6.670994,-118.208595,-100.760983,6.637034,0
9-542,9,542,2.161231,0.0,0.0,-118.205728,0.0,0.0,0
9-523,9,523,2.14882,0.0,0.0,-118.428306,0.0,0.0,0
9-939,9,939,2.144865,0.0,5.468256,0.0,-99.909301,5.496687,0
9-347,9,347,2.135804,2.204257,6.107915,0.0,-100.209505,6.115879,0
9-1197,9,1197,2.126413,0.0,0.0,0.0,0.0,0.0,0
9-1180,9,1180,2.108849,2.454698,7.237362,0.0,-100.557309,7.527113,0
9-27,9,27,2.108312,0.0,0.0,0.0,0.0,0.0,0
9-530,9,530,2.107546,0.0,0.0,0.0,0.0,0.0,0
9-624,9,624,2.101669,0.0,0.0,-118.380929,-100.760125,0.0,0
9-51,9,51,2.100251,0.0,0.0,-118.339663,0.0,0.0,0
9-777,9,777,2.099884,0.0,0.0,-119.002782,0.0,0.0,0
9-406,9,406,2.092725,0.0,0.0,-118.668894,-100.974475,0.0,0
9-608,9,608,2.092555,0.0,0.0,0.0,0.0,0.0,0
9-373,9,373,2.087,0.0,0.0,-117.612261,0.0,0.0,0
9-650,9,650,2.078973,3.985518,10.765377,0.0,-99.464147,10.892489,0
9-56,9,56,2.075738,2.273577,6.339953,-118.718048,-101.122342,6.428366,0
9-1281,9,1281,2.074636,0.0,0.0,-118.822762,-101.037901,0.0,0
9-567,9,567,2.071841,2.393412,6.477518,0.0,-100.894661,6.550456,0
9-572,9,572,2.070969,1.939675,0.0,-117.540171,-101.538705,0.0,0
9-1147,9,1147,2.064297,0.0,6.093891,-116.647807,-95.374968,6.299559,0
9-648,9,648,2.062302,0.0,0.0,0.0,0.0,0.0,0
9-163,9,163,2.056985,2.049088,5.938909,-117.520089,-101.56902,6.015751,0
9-29,9,29,2.055915,2.095299,5.982659,-118.564745,-101.265102,6.109156,0
9-707,9,707,2.050344,2.095483,5.739668,-118.851094,-101.14708,5.724997,0
9-357,9,357,2.048755,2.783694,7.84885,0.0,-100.973094,7.869538,0
9-1035,9,1035,2.041,0.0,0.0,-118.051833,-101.25013,0.0,0
9-573,9,573,2.039953,0.0,0.0,0.0,0.0,0.0,0
9-1380,9,1380,2.033744,0.0,0.0,-117.873535,0.0,0.0,0
9-379,9,379,2.025389,0.0,0.0,0.0,-100.825952,0.0,0
9-42,9,42,2.025356,2.759001,8.089492,-118.383311,-101.425302,8.141233,0
9-488,9,488,2.024303,3.388545,9.935926,0.0,-93.947126,9.980329,0
9-355,9,355,2.02188,2.934504,8.099667,0.0,-100.354466,8.207601,0
9-1342,9,1342,2.020761,0.0,0.0,-118.018903,0.0,0.0,0
9-753,9,753,2.020321,0.0,0.0,-118.717523,0.0,0.0,0
9-342,9,342,2.017948,2.198744,6.7158,-118.941272,-94.795298,6.878723,0
9-410,9,410,2.017075,2.621463,6.679014,0.0,0.0,6.778745,0
9-1310,9,1310,2.016902,0.0,0.0,-118.114334,0.0,0.0,0
9-151,9,151,2.013777,1.974972,6.057602,-117.845203,-101.368233,6.329775,0
9-1138,9,1138,2.005478,0.0,0.0,0.0,0.0,0.0,0
9-495,9,495,1.999328,0.0,0.0,0.0,0.0,0.0,0
9-62,9,62,1.996742,2.074846,0.0,-118.219654,0.0,0.0,0
9-318,9,318,1.995256,0.0,0.0,0.0,0.0,0.0,0
9-1345,9,1345,1.993156,0.0,0.0,0.0,0.0,0.0,0
9-1112,9,1112,1.992101,0.0,0.0,0.0,0.0,0.0,0
9-1183,9,1183,1.98933,0.0,0.0,0.0,0.0,0.0,0
9-976,9,976,1.983881,1.969668,5.743274,-117.654427,-101.919701,5.737743,0
9-160,9,160,1.983289,0.0,0.0,-117.730649,0.0,0.0,0
9-921,9,921,1.980761,0.0,0.0,0.0,0.0,0.0,0
9-1198,9,1198,1.976857,0.0,0.0,-118.5166,0.0,0.0,0
9-708,9,708,1.976138,2.931934,7.417527,0.0,0.0,7.439185,0
9-1279,9,1279,1.969016,0.0,0.0,0.0,0.0,0.0,0
9-1238,9,1238,1.96877,0.0,0.0,0.0,0.0,0.0,0
9-1242,9,1242,1.96858,2.024089,5.6732,-118.505237,0.0,5.67918,0
9-1209,9,1209,1.967517,0.0,0.0,-118.601839,-101.641851,0.0,0
9-525,9,525,1.963926,0.0,0.0,0.0,0.0,0.0,0
9-85,9,85,1.963103,0.0,0.0,-118.432424,0.0,0.0,0
9-1274,9,1274,1.963026,2.015169,5.571768,0.0,-101.591723,5.673754,0
9-391,9,391,1.96233,0.0,0.0,0.0,0.0,0.0,0
9-35,9,35,1.962026,0.0,0.0,0.0,0.0,0.0,0
9-305,9,305,1.962026,0.0,0.0,0.0,0.0,0.0,0
10-491,10,491,4.298374,6.773168,17.309213,-164.438288,-125.261294,17.389154,0
10-257,10,257,4.139009,5.054745,14.012802,-162.749688,-120.303124,14.324167,0
10-544,10,544,4.009751,3.73857,9.558952,-165.617244,-132.959465,9.624035,0
10-315,10,315,3.713805,4.493479,13.095923,-160.351073,-123.093135,13.331921,0
10-1074,10,1074,3.696177,2.914768,7.68473,-165.214945,-134.950228,7.635225,0
10-558,10,558,3.677025,3.946731,10.139944,-165.703399,-134.573594,10.101217,0
10-294,10,294,3.629388,3.604158,9.921265,-163.275819,-129.31709,9.930672,0
10-767,10,767,3.495142,4.043114,11.301424,-164.122891,-129.971433,11.485786,0
10-1302,10,1302,3.474264,2.565732,7.303645,-164.83478,-129.506274,7.459566,0
10-651,10,651,3.470002,3.920386,11.104452,-165.468069,-129.568131,11.325226,0
10-610,10,610,3.437933,3.834835,10.627462,0.0,-129.242913,10.752041,0
10-522,10,522,3.433082,3.209755,8.864571,-162.617536,-130.504299,8.91445,0
10-121,10,121,3.403336,4.12024,11.872861,-166.158446,-128.987197,11.966234,0
10-1374,10,1374,3.392059,3.563511,9.491191,0.0,-136.023475,9.550753,0
10-1273,10,1273,3.387299,4.086934,10.57047,-165.53142,0.0,10.64627,0
10-418,10,418,3.382729,3.039287,7.746036,0.0,0.0,7.787693,0
10-344,10,344,3.374412,3.790779,10.915945,-162.94511,-124.543562,10.973554,0
10-949,10,949,3.372814,0.0,0.0,0.0,0.0,0.0,0
10-997,10,997,3.353806,3.013381,8.064205,-165.244869,-136.445442,8.169952,0
10-688,10,688,3.353142,2.460517,7.062648,-164.133249,-130.29896,7.011717,0
10-148,10,148,3.347637,4.161841,11.764685,-166.158106,-135.894666,11.700585,0
10-186,10,186,3.316421,0.0,0.0,-165.791949,-136.82962,0.0,0
10-536,10,536,3.298927,2.502212,6.923781,-164.124643,-137.517387,7.130728,0
10-455,10,455,3.280846,0.0,6.910354,-165.302061,-136.768264,6.963367,0
10-1204,10,1204,3.239083,0.0,0.0,-164.089292,-137.624971,0.0,0
10-115,10,115,3.235288,2.811168,7.585453,-165.97461,-137.232732,7.728412,0
10-817,10,817,3.225894,3.380837,9.459457,0.0,-135.832759,9.527632,0
10-798,10,798,3.215741,2.888935,8.302306,-160.662984,-132.320439,8.348617,0
10-261,10,261,3.199519,2.652211,7.406621,0.0,-137.00196,7.609187,0
10-569,10,569,3.179058,0.0,0.0,-164.998077,-137.887821,0.0,0
10-187,10,187,3.168162,2.499421,7.353135,-164.593516,-131.335438,7.439059,0
10-376,10,376,3.151468,0.0,0.0,0.0,0.0,0.0,0
10-1225,10,1225,3.149019,3.054687,8.303657,-164.816999,-138.091861,8.419293,0
10-212,10,212,3.141128,0.0,0.0,-163.926967,-131.820849,0.0,0
10-1198,10,1198,3.139652,0.0,0.0,-164.913258,-138.120633,0.0,0
10-626,10,626,3.137599,0.0,0.0,-165.860603,0.0,0.0,0
10-564,10,564,3.134224,2.892119,8.378087,-165.103324,-131.359251,8.454821,0
10-600,10,600,3.133409,0.0,0.0,-166.015545,-137.579066,0.0,0
10-225,10,225,3.12983,0.0,0.0,-163.473954,-131.785309,0.0,0
10-420,10,420,3.123002,0.0,0.0,0.0,0.0,0.0,0
10-1213,10,1213,3.117078,0.0,0.0,-165.729955,-131.335704,0.0,0
10-503,10,503,3.110911,0.0,0.0,0.0,0.0,0.0,0
10-406,10,406,3.108133,3.851871,10.624831,-165.729785,-137.940186,10.641369,0
10-662,10,662,3.107638,0.0,0.0,-164.232715,-138.368355,0.0,0
10-657,10,657,3.078351,0.0,0.0,0.0,0.0,0.0,0
10-222,10,222,3.067226,0.0,0.0,-165.910807,-137.843791,0.0,0
10-861,10,861,3.055915,3.356096,8.73733,0.0,0.0,8.760259,0
10-329,10,329,3.034036,0.0,7.298812,-161.383099,-126.699986,7.578722,0
10-1287,10,1287,3.033371,2.795055,7.595084,0.0,-137.296601,7.649483,0
10-856,10,856,3.033062,0.0,0.0,-165.440746,-138.33474,0.0,0
10-1281,10,1281,3.023724,2.46536,0.0,-165.75756,0.0,0.0,0
10-377,10,377,3.022565,2.714665,7.093244,0.0,0.0,7.079907,0
10-97,10,97,3.010619,0.0,0.0,-165.294114,0.0,0.0,0
10-556,10,556,3.007873,2.91773,8.402523,0.0,-138.133445,8.472044,0
10-165,10,165,3.004721,0.0,0.0,-164.166677,-138.919225,0.0,0
10-959,10,959,3.004488,2.772447,7.802278,0.0,-138.063623,7.924586,0
10-1214,10,1214,3.004201,3.364587,9.718234,0.0,-138.138721,9.577391,0
10-206,10,206,3.001883,0.0,0.0,-165.020427,-138.759095,0.0,0
10-1241,10,1241,2.998788,2.714531,0.0,0.0,0.0,0.0,0
10-1282,10,1282,2.9954,3.328795,9.056207,0.0,0.0,9.106963,0
10-1212,10,1212,2.995055,2.513112,6.917472,-165.62612,-138.649417,6.901069,0
10-287,10,287,2.994298,3.025835,8.689083,0.0,-137.721491,8.710641,0
10-99,10,99,2.99366,2.779763,7.775293,-165.08701,-138.731734,8.005951,0
10-950,10,950,2.990319,2.783488,7.077178,0.0,0.0,7.158485,0
10-663,10,663,2.985718,0.0,0.0,0.0,0.0,0.0,0
10-78,10,78,2.964386,3.048011,8.90074,0.0,-138.359291,8.951837,0
10-1216,10,1216,2.964359,2.694174,7.367014,0.0,-138.495673,7.483727,0
10-34,10,34,2.958055,0.0,0.0,0.0,0.0,0.0,0
10-1151,10,1151,2.955753,0.0,7.159227,0.0,-130.985541,7.221202,0
10-355,10,355,2.954533,3.610041,10.314256,0.0,-137.196482,10.474703,0
10-45,10,45,2.953879,0.0,0.0,0.0,0.0,0.0,0
10-387,10,387,2.936613,0.0,0.0,0.0,0.0,0.0,0
10-1161,10,1161,2.933638,0.0,0.0,0.0,0.0,0.0,0
10-984,10,984,2.932983,0.0,0.0,0.0,0.0,0.0,0
10-464,10,464,2.932345,0.0,0.0,0.0,-138.413138,0.0,0
10-928,10,928,2.925262,0.0,0.0,-163.735342,-139.380854,0.0,0
10-1081,10,1081,2.92477,0.0,0.0,0.0,0.0,0.0,0
10-494,10,494,2.922121,0.0,0.0,0.0,0.0,0.0,0
10-236,10,236,2.918348,2.496261,7.055557,0.0,0.0,7.156222,0
10-1372,10,1372,2.912065,3.000996,8.785675,0.0,-131.903563,9.051859,0
10-251,10,251,2.911267,3.960563,11.356997,0.0,-137.478182,11.432242,0
10-381,10,381,2.907364,0.0,0.0,-165.912898,-138.792249,0.0,0
10-277,10,277,2.907226,0.0,0.0,-165.531658,-138.974844,0.0,0
10-89,10,89,2.896192,0.0,0.0,-164.006346,0.0,0.0,0
10-413,10,413,2.896179,2.797543,7.33003,0.0,0.0,7.419316,0
10-571,10,571,2.892439,0.0,0.0,-166.134798,0.0,0.0,0
10-825,10,825,2.891345,2.789037,8.547227,-166.030398,-132.305212,8.722884,0
10-893,10,893,2.887231,2.899175,8.224875,0.0,0.0,8.270972,0
10-59,10,59,2.886741,0.0,0.0,-165.795115,0.0,0.0,0
10-440,10,440,2.87866,0.0,0.0,0.0,0.0,0.0,0
10-228,10,228,2.878197,3.431691,9.857463,0.0,-137.836847,9.93174,0
10-296,10,296,2.874008,3.641343,10.858372,0.0,-132.502681,10.972174,0
10-469,10,469,2.872939,0.0,0.0,0.0,0.0,0.0,0
10-363,10,363,2.870277,0.0,0.0,-165.91335,-139.096653,0.0,0
10-189,10,189,2.867867,0.0,0.0,-164.73574,0.0,0.0,0
10-907,10,907,2.866714,0.0,0.0,0.0,-138.883457,0.0,0
10-927,10,927,2.86595,0.0,0.0,-163.853125,-139.755182,0.0,0
10-221,10,221,2.862008,0.0,0.0,0.0,0.0,0.0,0
10-1229,10,1229,2.857858,0.0,0.0,-165.538486,0.0,0.0,0
10-567,10,567,2.856523,0.0,0.0,0.0,-138.726325,0.0,0
12-492,12,492,16.46355,29.813416,73.96267,-365.132591,-203.420306,74.31709,0
12-1231,12,1231,14.227562,12.090759,32.220296,-360.288134,-228.169614,32.99726,0
12-56,12,56,14.103179,14.732224,40.467097,-356.359658,-222.263928,40.973,0
12-57,12,57,13.851252,14.975091,40.030129,-359.507503,-235.927284,40.794655,0
12-122,12,122,13.433529,12.896716,35.12259,-359.121312,-233.034577,35.747616,0
12-248,12,248,12.987349,11.287441,29.64063,0.0,-238.430348,29.940344,0
12-197,12,197,12.368364,9.045019,24.607916,-358.072756,-250.384623,25.109102,0
12-48,12,48,12.332818,9.528189,23.789185,0.0,-260.47688,23.878582,0
12-58,12,58,12.301498,9.096347,24.656393,-364.772876,-250.048698,25.195316,0
12-443,12,443,12.2485,9.311265,25.514086,-362.016316,-242.942786,25.94579,0
12-1307,12,1307,12.205596,10.183733,27.027152,-359.329556,-257.782534,27.133741,0
12-1040,12,1040,12.089497,11.743616,32.560505,-351.696267,-240.975205,32.90206,0
12-32,12,32,11.970031,8.425713,22.082373,-364.747957,-263.55189,22.19583,0
12-498,12,498,11.964107,7.349332,21.609892,0.0,-236.648127,22.052956,0
12-27,12,27,11.962747,7.196499,20.398253,0.0,-249.416704,20.714334,0
12-1077,12,1077,11.900832,7.827788,20.111441,0.0,-271.140493,20.40188,0
12-232,12,232,11.867696,10.561769,30.578218,-363.538062,-239.067578,30.185863,0
12-988,12,988,11.843394,8.883337,23.698355,0.0,-254.315538,23.552341,0
12-711,12,711,11.817092,8.121945,20.595145,0.0,-270.532108,20.52087,0
12-1347,12,1347,11.673344,9.523746,23.930095,-362.85151,-266.145439,24.116024,0
12-193,12,193,11.648027,5.37027,15.837048,-356.476771,-249.033744,15.818312,0
12-1147,12,1147,11.525602,5.999374,17.019152,-354.681856,-255.944239,17.374514,0
12-225,12,225,11.496959,8.867645,24.939864,-359.004508,-249.515227,25.03942,0
12-354,12,354,11.48271,9.432642,23.810358,0.0,-271.508226,23.853542,0
12-1352,12,1352,11.4464,7.654144,21.971945,-362.445957,-253.945,22.473648,0
12-1381,12,1381,11.434691,9.689039,27.224606,-361.569347,-255.31369,27.03993,0
12-70,12,70,11.349574,6.695384,19.302695,-366.052364,-247.397741,19.274197,0
12-234,12,234,11.326634,8.046316,22.812185,-360.394877,-261.636324,23.120098,0
12-973,12,973,11.256132,15.619291,42.606489,0.0,-257.396634,42.256466,0
12-188,12,188,11.209017,0.0,0.0,-364.982112,-275.309411,0.0,0
12-179,12,179,11.204311,0.0,0.0,-363.586116,-275.573066,0.0,0
12-1350,12,1350,11.185388,8.336165,22.256223,0.0,-265.748218,22.26425,0
12-434,12,434,11.1653,13.37477,37.332649,-363.428529,-254.68102,37.577183,0
12-638,12,638,11.152144,8.264613,22.632523,-365.252409,-268.103426,22.678524,0
12-1186,12,1186,11.143787,7.21966,19.556378,0.0,-266.038261,19.814043,0
12-1382,12,1382,11.130477,0.0,0.0,-360.047354,0.0,0.0,0
12-693,12,693,11.091051,7.024909,19.951948,0.0,-254.23967,19.630592,0
12-62,12,62,11.081067,5.418154,0.0,-362.239543,-269.328139,15.352114,0
12-373,12,373,11.076354,6.445909,18.184614,-360.814543,-263.276898,18.659472,0
12-712,12,712,11.063879,7.769029,20.952215,-362.597896,-269.671235,20.823402,0
12-277,12,277,11.06373,6.170345,16.965513,-362.307085,-274.972196,16.888762,0
12-1229,12,1229,11.059756,7.042949,20.044437,-363.252859,-256.875965,20.468597,0
12-530,12,530,11.030786,5.579871,15.831003,0.0,-266.589968,15.981979,0
12-423,12,423,11.012093,5.866742,17.068995,-361.406819,-256.380447,17.215008,0
12-1166,12,1166,11.00968,0.0,0.0,-365.360355,0.0,0.0,0
12-1192,12,1192,10.948139,7.263435,20.450161,0.0,-260.042905,20.673935,0
12-801,12,801,10.915403,7.900522,22.624567,0.0,-255.324702,22.745642,0
12-1355,12,1355,10.911555,6.901005,19.879111,0.0,-262.522707,19.92083,0
12-907,12,907,10.889268,6.250499,16.778528,0.0,0.0,16.768188,0
12-433,12,433,10.869369,5.501682,16.350361,-358.458024,-257.838069,16.298147,0
12-709,12,709,10.853711,7.387074,19.035984,-365.871295,0.0,19.14468,0
12-174,12,174,10.825772,6.861489,18.345447,-362.313256,-276.759626,18.83644,0
12-636,12,636,10.768092,6.242208,18.016068,-365.429858,-263.638868,17.941042,0
12-1115,12,1115,10.764448,7.115837,18.491627,0.0,-275.773584,18.40317,0
12-683,12,683,10.761921,0.0,0.0,-363.97274,0.0,0.0,0
12-469,12,469,10.753597,9.31188,25.063475,0.0,-268.052558,25.505938,0
12-189,12,189,10.749061,7.532121,19.704633,-361.128921,-277.975248,19.917366,0
12-1108,12,1108,10.722124,0.0,0.0,-364.429688,-270.519687,0.0,0
12-572,12,572,10.715891,6.238638,18.423529,-361.042412,-259.094078,18.597954,0
12-1248,12,1248,10.714162,0.0,0.0,-361.15764,-272.056428,0.0,0
12-39,12,39,10.695827,5.534774,15.284591,0.0,-268.541137,0.0,0
12-240,12,240,10.62583,0.0,15.310327,-365.616668,-270.844498,15.45563,0
12-1351,12,1351,10.602535,6.772175,18.933104,-363.480063,-271.245995,18.714058,0
12-808,12,808,10.593201,6.364715,17.604571,0.0,-276.170023,17.818048,0
12-212,12,212,10.54759,0.0,0.0,-363.099007,-272.832021,0.0,0
12-231,12,231,10.536023,6.411896,18.406992,0.0,-260.673808,18.349209,0
12-1250,12,1250,10.524648,5.669741,15.827301,0.0,-264.879596,15.967899,0
12-972,12,972,10.507934,0.0,15.238693,0.0,-270.634094,0.0,0
12-947,12,947,10.50279,8.826365,22.369154,-362.530795,0.0,22.55526,0
12-1309,12,1309,10.487275,0.0,0.0,0.0,-264.623435,0.0,0
12-946,12,946,10.435553,6.439004,18.415739,-361.90824,-259.584888,18.574337,0
12-806,12,806,10.407685,0.0,0.0,-364.758155,-278.554733,0.0,0
12-1104,12,1104,10.404682,6.85818,20.221176,-362.929441,-259.185223,20.388256,0
12-979,12,979,10.38761,0.0,0.0,0.0,-270.461724,0.0,0
12-1114,12,1114,10.382105,8.249517,22.846378,0.0,-277.501971,22.885687,0
12-214,12,214,10.348624,0.0,0.0,0.0,0.0,0.0,0
12-640,12,640,10.348429,0.0,0.0,-361.402613,0.0,0.0,0
12-406,12,406,10.348094,0.0,0.0,0.0,-278.663984,0.0,0
12-713,12,713,10.305103,7.258207,19.927957,0.0,-278.045149,19.953695,0
12-876,12,876,10.304544,0.0,0.0,0.0,-278.271608,0.0,0
12-1000,12,1000,10.288509,7.026488,18.740608,0.0,-278.527889,18.88207,0
12-213,12,213,10.284514,0.0,0.0,-366.004404,0.0,0.0,0
12-694,12,694,10.277175,7.179171,20.763496,0.0,-258.609078,21.090261,0
12-993,12,993,10.259547,6.678511,17.429097,0.0,0.0,17.572577,0
12-1075,12,1075,10.254278,0.0,0.0,0.0,0.0,0.0,0
12-569,12,569,10.243048,5.758511,16.491901,0.0,-266.840547,16.668915,0
12-262,12,262,10.238848,0.0,0.0,-359.924545,-274.509711,0.0,0
12-1310,12,1310,10.235206,6.882175,20.659652,-365.746939,-260.638427,21.334278,0
12-1179,12,1179,10.229475,6.888582,18.771441,0.0,0.0,18.768282,0
